drill_id,name,urgency,duration_min,fatigue_cost,install_by_day
3320,Blitz Pickup 1320,3,15,3,1
3321,OL Zone Steps 1321,2,8,5,4
3322,Screen Defense 1322,1,15,10,3
3323,Goal Line 1323,1,15,5,4
3324,Blitz Pickup 1324,2,18,6,2
3325,Blitz Pickup 1325,2,10,8,5
3326,Tackling Form 1326,1,12,2,7
3327,Two-Minute Drill 1327,1,10,6,6
3328,Red Zone Passing 1328,4,12,2,2
3329,DB Footwork 1329,3,18,5,6
3330,Goal Line 1330,3,15,4,5
3331,Coverage Shells 1331,2,15,6,7
3332,OL Zone Steps 1332,3,15,3,2
3333,Pass Rush Moves 1333,3,20,2,4
3334,Goal Line 1334,2,12,2,3
3335,RPO Reads 1335,2,18,2,2
3336,Ball Security 1336,3,15,5,2
3337,Two-Minute Drill 1337,3,18,9,5
3338,Red Zone Passing 1338,3,18,1,2
3339,OL Zone Steps 1339,2,18,10,3
3340,Two-Minute Drill 1340,5,20,5,6
3341,Screen Defense 1341,1,12,8,3
3342,Tackling Form 1342,5,12,9,6
3343,Pass Rush Moves 1343,1,20,6,5
3344,Special Teams Lane 1344,3,12,1,4
3345,OL Zone Steps 1345,3,8,2,1
3346,Blitz Pickup 1346,3,10,6,1
3347,OL Zone Steps 1347,3,18,3,2
3348,Coverage Shells 1348,1,20,10,7
3349,Two-Minute Drill 1349,4,12,10,2
3350,RPO Reads 1350,4,10,9,5
3351,Run Fits 1351,5,20,3,2
3352,Blitz Pickup 1352,1,8,4,1
3353,Special Teams Lane 1353,5,12,8,1
3354,Coverage Shells 1354,4,10,10,2
3355,Red Zone Passing 1355,5,8,7,5
3356,Goal Line 1356,3,15,9,1
3357,DB Footwork 1357,1,20,7,6
3358,Tackling Form 1358,3,18,9,6
3359,RPO Reads 1359,4,15,4,6
3360,Coverage Shells 1360,3,10,10,2
3361,RPO Reads 1361,2,20,1,4
3362,Tackling Form 1362,2,8,9,1
3363,RPO Reads 1363,2,20,5,1
3364,Goal Line 1364,4,10,9,1
3365,OL Zone Steps 1365,3,18,6,2
3366,Blitz Pickup 1366,3,12,5,7
3367,Blitz Pickup 1367,1,18,4,5
3368,Red Zone Passing 1368,5,10,1,3
3369,Tackling Form 1369,5,10,10,3
3370,OL Zone Steps 1370,2,15,6,4
3371,RPO Reads 1371,3,15,4,7
3372,Screen Defense 1372,2,10,6,5
3373,Pass Rush Moves 1373,3,18,1,4
3374,Tackling Form 1374,3,8,3,5
3375,Pass Rush Moves 1375,3,15,1,2
3376,Two-Minute Drill 1376,1,15,4,6
3377,Blitz Pickup 1377,1,20,9,2
3378,Run Fits 1378,1,8,1,4
3379,DB Footwork 1379,1,12,9,4
3380,Ball Security 1380,3,12,8,7
3381,Screen Defense 1381,5,18,6,7
3382,Ball Security 1382,4,8,5,5
3383,Ball Security 1383,5,12,5,7
3384,Pass Rush Moves 1384,4,10,10,4
3385,RPO Reads 1385,1,10,9,1
3386,Tackling Form 1386,4,20,10,1
3387,Special Teams Lane 1387,5,18,4,7
3388,Screen Defense 1388,3,15,8,6
3389,Pass Rush Moves 1389,3,10,3,1
3390,Two-Minute Drill 1390,2,12,2,4
3391,RPO Reads 1391,1,15,5,5
3392,Coverage Shells 1392,3,20,3,5
3393,Red Zone Passing 1393,3,15,10,7
3394,DB Footwork 1394,1,15,9,1
3395,Ball Security 1395,5,12,4,7
3396,OL Zone Steps 1396,4,15,2,1
3397,OL Zone Steps 1397,4,18,2,3
3398,Run Fits 1398,5,18,6,7
3399,Run Fits 1399,5,8,5,1
3400,Coverage Shells 1400,4,10,9,5
3401,RPO Reads 1401,4,18,7,4
3402,Run Fits 1402,1,20,8,5
3403,OL Zone Steps 1403,4,20,9,1
3404,Ball Security 1404,5,15,7,6
3405,Special Teams Lane 1405,4,15,7,3
3406,Screen Defense 1406,1,20,2,7
3407,Run Fits 1407,4,8,9,7
3408,Coverage Shells 1408,1,18,1,6
3409,Coverage Shells 1409,2,10,5,1
3410,Red Zone Passing 1410,5,15,5,6
3411,Two-Minute Drill 1411,3,20,2,7
3412,Run Fits 1412,4,12,10,3
3413,DB Footwork 1413,2,8,2,6
3414,Two-Minute Drill 1414,5,18,8,6
3415,Special Teams Lane 1415,5,20,4,5
3416,Goal Line 1416,3,18,8,6
3417,Special Teams Lane 1417,1,12,10,1
3418,Ball Security 1418,1,12,10,1
3419,Tackling Form 1419,3,20,1,1
3420,Ball Security 1420,4,20,5,6
3421,Special Teams Lane 1421,3,8,3,5
3422,Blitz Pickup 1422,1,10,3,4
3423,Two-Minute Drill 1423,2,12,10,7
3424,OL Zone Steps 1424,3,12,10,5
3425,Red Zone Passing 1425,4,18,5,1
3426,Ball Security 1426,4,18,3,7
3427,Goal Line 1427,4,10,6,3
3428,Coverage Shells 1428,5,12,7,2
3429,Goal Line 1429,1,8,4,5
3430,Blitz Pickup 1430,4,15,3,7
3431,OL Zone Steps 1431,5,20,4,3
3432,Goal Line 1432,5,15,7,5
3433,Two-Minute Drill 1433,4,15,7,3
3434,RPO Reads 1434,5,12,4,3
3435,Special Teams Lane 1435,5,15,3,3
3436,Pass Rush Moves 1436,3,8,3,4
3437,Ball Security 1437,1,10,5,2
3438,Red Zone Passing 1438,2,18,7,1
3439,Goal Line 1439,4,20,8,7
3440,Two-Minute Drill 1440,4,10,10,3
3441,DB Footwork 1441,2,20,7,5
3442,Red Zone Passing 1442,5,12,3,4
3443,Pass Rush Moves 1443,4,20,9,3
3444,DB Footwork 1444,3,12,5,6
3445,DB Footwork 1445,3,10,3,4
3446,Run Fits 1446,1,18,6,2
3447,Tackling Form 1447,4,18,9,3
3448,Blitz Pickup 1448,1,8,10,1
3449,Screen Defense 1449,2,18,1,1
3450,Special Teams Lane 1450,1,20,10,6
3451,Blitz Pickup 1451,2,12,4,7
3452,OL Zone Steps 1452,2,20,2,6
3453,OL Zone Steps 1453,1,12,3,6
3454,Two-Minute Drill 1454,3,20,8,1
3455,Coverage Shells 1455,1,20,10,3
3456,Run Fits 1456,5,20,7,6
3457,Two-Minute Drill 1457,2,15,5,6
3458,Pass Rush Moves 1458,3,12,2,1
3459,Goal Line 1459,1,12,9,7
3460,RPO Reads 1460,3,20,10,7
3461,Tackling Form 1461,1,10,10,6
3462,Run Fits 1462,1,15,4,2
3463,Two-Minute Drill 1463,3,12,1,4
3464,Blitz Pickup 1464,4,20,5,7
3465,DB Footwork 1465,1,18,2,5
3466,Tackling Form 1466,3,12,8,7
3467,Special Teams Lane 1467,4,20,8,1
3468,RPO Reads 1468,3,18,9,3
3469,DB Footwork 1469,3,20,9,4
3470,Blitz Pickup 1470,1,15,4,5
3471,Two-Minute Drill 1471,2,8,4,2
3472,RPO Reads 1472,4,8,8,4
3473,Tackling Form 1473,3,18,5,7
3474,Screen Defense 1474,4,15,6,5
3475,Pass Rush Moves 1475,1,10,4,2
3476,Run Fits 1476,2,10,4,6
3477,Ball Security 1477,3,12,2,6
3478,Two-Minute Drill 1478,4,10,4,2
3479,Red Zone Passing 1479,3,12,5,1
3480,Ball Security 1480,5,10,6,2
3481,Pass Rush Moves 1481,3,10,3,2
3482,Tackling Form 1482,3,10,2,6
3483,Run Fits 1483,5,12,3,7
3484,Tackling Form 1484,2,8,2,7
3485,Red Zone Passing 1485,2,15,7,5
3486,Two-Minute Drill 1486,2,15,8,2
3487,Goal Line 1487,1,20,5,5
3488,Coverage Shells 1488,1,15,9,3
3489,Goal Line 1489,4,18,4,7
3490,Special Teams Lane 1490,1,15,9,1
3491,Goal Line 1491,5,15,5,3
3492,Pass Rush Moves 1492,4,15,2,3
3493,Coverage Shells 1493,5,12,8,7
3494,Two-Minute Drill 1494,5,12,5,5
3495,DB Footwork 1495,5,10,2,5
3496,Coverage Shells 1496,3,12,10,6
3497,Blitz Pickup 1497,5,18,4,1
3498,Red Zone Passing 1498,1,18,1,1
3499,Two-Minute Drill 1499,5,20,5,3
3500,Coverage Shells 1500,1,8,3,7
3501,Screen Defense 1501,2,15,3,5
3502,Two-Minute Drill 1502,5,20,4,6
3503,Special Teams Lane 1503,2,20,7,4
3504,Ball Security 1504,1,12,3,4
3505,Run Fits 1505,5,15,5,4
3506,Run Fits 1506,5,8,9,2
3507,Goal Line 1507,3,15,2,7
3508,Goal Line 1508,3,8,6,2
3509,OL Zone Steps 1509,4,8,1,3
3510,Tackling Form 1510,2,10,7,7
3511,Ball Security 1511,2,8,8,5
3512,Red Zone Passing 1512,3,18,2,5
3513,RPO Reads 1513,5,18,6,4
3514,Pass Rush Moves 1514,1,15,4,2
3515,Two-Minute Drill 1515,2,18,6,3
3516,RPO Reads 1516,5,8,8,1
3517,Two-Minute Drill 1517,2,8,4,4
3518,RPO Reads 1518,4,15,4,2
3519,Screen Defense 1519,2,8,3,5
3520,Red Zone Passing 1520,5,8,10,7
3521,Blitz Pickup 1521,2,12,10,5
3522,Coverage Shells 1522,3,10,3,3
3523,RPO Reads 1523,3,10,5,6
3524,Special Teams Lane 1524,1,18,10,5
3525,Screen Defense 1525,3,15,6,3
3526,Tackling Form 1526,4,18,3,1
3527,Goal Line 1527,5,10,1,5
3528,Blitz Pickup 1528,2,15,2,4
3529,Special Teams Lane 1529,5,18,6,3
3530,Pass Rush Moves 1530,5,12,3,1
3531,Ball Security 1531,2,12,6,5
3532,Tackling Form 1532,1,18,5,7
3533,Special Teams Lane 1533,4,12,2,4
3534,DB Footwork 1534,4,15,6,1
3535,Two-Minute Drill 1535,1,15,1,6
3536,RPO Reads 1536,5,20,3,5
3537,Two-Minute Drill 1537,5,18,10,5
3538,Special Teams Lane 1538,5,10,3,4
3539,Ball Security 1539,5,15,9,7
3540,RPO Reads 1540,2,10,3,5
3541,RPO Reads 1541,3,15,8,6
3542,Run Fits 1542,3,20,10,7
3543,RPO Reads 1543,2,20,5,4
3544,Red Zone Passing 1544,4,18,7,6
3545,Ball Security 1545,1,15,7,4
3546,Ball Security 1546,1,8,8,3
3547,DB Footwork 1547,3,20,5,2
3548,Run Fits 1548,2,15,1,7
3549,OL Zone Steps 1549,4,18,9,4
3550,Goal Line 1550,4,15,2,7
3551,Coverage Shells 1551,3,18,5,3
3552,OL Zone Steps 1552,5,8,2,7
3553,Screen Defense 1553,3,12,10,6
3554,Two-Minute Drill 1554,2,10,10,1
3555,Screen Defense 1555,3,8,5,2
3556,Special Teams Lane 1556,3,18,5,1
3557,Special Teams Lane 1557,3,12,10,1
3558,Special Teams Lane 1558,4,10,8,1
3559,Special Teams Lane 1559,3,8,5,7
3560,Two-Minute Drill 1560,1,12,1,1
3561,Tackling Form 1561,3,12,1,6
3562,Special Teams Lane 1562,2,15,3,7
3563,Screen Defense 1563,4,10,1,4
3564,Run Fits 1564,5,10,9,7
3565,Two-Minute Drill 1565,4,12,10,5
3566,Ball Security 1566,1,10,7,3
3567,Pass Rush Moves 1567,1,18,8,5
3568,Two-Minute Drill 1568,3,12,9,7
3569,Run Fits 1569,5,20,1,4
3570,Tackling Form 1570,4,10,3,5
3571,Run Fits 1571,3,10,1,4
3572,Run Fits 1572,1,12,8,1
3573,Red Zone Passing 1573,1,10,5,3
3574,DB Footwork 1574,5,15,8,4
3575,Special Teams Lane 1575,2,10,6,6
3576,Tackling Form 1576,5,20,6,6
3577,Blitz Pickup 1577,4,8,9,4
3578,RPO Reads 1578,1,18,10,5
3579,Goal Line 1579,5,20,1,3
3580,Goal Line 1580,3,10,7,5
3581,Goal Line 1581,4,10,6,5
3582,Special Teams Lane 1582,4,12,5,4
3583,RPO Reads 1583,3,8,6,3
3584,Special Teams Lane 1584,2,10,8,4
3585,Run Fits 1585,3,15,10,4
3586,Tackling Form 1586,1,15,3,3
3587,Blitz Pickup 1587,4,10,8,3
3588,Goal Line 1588,5,12,7,7
3589,Two-Minute Drill 1589,4,15,7,4
3590,Coverage Shells 1590,5,8,4,2
3591,Two-Minute Drill 1591,1,20,1,3
3592,Goal Line 1592,1,20,5,4
3593,Blitz Pickup 1593,3,18,7,7
3594,RPO Reads 1594,4,12,8,3
3595,Special Teams Lane 1595,5,20,8,5
3596,Special Teams Lane 1596,3,20,1,1
3597,Pass Rush Moves 1597,5,10,5,7
3598,OL Zone Steps 1598,5,8,9,1
3599,Coverage Shells 1599,2,8,1,5
3600,OL Zone Steps 1600,3,12,8,1
3601,Blitz Pickup 1601,1,8,1,7
3602,DB Footwork 1602,4,12,1,1
3603,Goal Line 1603,5,12,7,6
3604,Run Fits 1604,4,10,3,2
3605,Ball Security 1605,4,18,3,1
3606,Screen Defense 1606,5,20,9,5
3607,DB Footwork 1607,1,15,5,4
3608,Red Zone Passing 1608,3,15,6,3
3609,OL Zone Steps 1609,3,15,6,4
3610,Screen Defense 1610,4,15,5,7
3611,Red Zone Passing 1611,3,15,6,7
3612,DB Footwork 1612,5,10,2,3
3613,Goal Line 1613,5,20,1,7
3614,Special Teams Lane 1614,2,20,6,2
3615,Tackling Form 1615,5,15,10,1
3616,DB Footwork 1616,5,15,8,1
3617,Screen Defense 1617,1,20,3,5
3618,Red Zone Passing 1618,3,12,9,7
3619,Blitz Pickup 1619,4,12,6,2
3620,RPO Reads 1620,4,18,10,2
3621,RPO Reads 1621,3,15,5,6
3622,Blitz Pickup 1622,3,20,1,6
3623,Tackling Form 1623,4,12,10,7
3624,Goal Line 1624,3,10,5,5
3625,Ball Security 1625,4,8,6,2
3626,Tackling Form 1626,4,8,5,1
3627,RPO Reads 1627,1,15,4,2
3628,Two-Minute Drill 1628,5,18,1,1
3629,Red Zone Passing 1629,2,12,4,6
3630,Blitz Pickup 1630,4,10,10,3
3631,Run Fits 1631,2,18,10,6
3632,RPO Reads 1632,2,15,10,3
3633,Ball Security 1633,1,15,1,7
3634,Run Fits 1634,1,8,2,6
3635,Red Zone Passing 1635,3,20,6,1
3636,Special Teams Lane 1636,3,15,1,5
3637,Ball Security 1637,1,10,6,4
3638,Red Zone Passing 1638,3,8,8,6
3639,Red Zone Passing 1639,5,8,10,1
3640,Screen Defense 1640,5,8,3,7
3641,Pass Rush Moves 1641,5,8,3,4
3642,Coverage Shells 1642,4,18,9,7
3643,Red Zone Passing 1643,1,20,9,2
3644,Screen Defense 1644,5,15,2,4
3645,Pass Rush Moves 1645,5,15,6,5
3646,Screen Defense 1646,1,8,4,4
3647,DB Footwork 1647,3,10,9,7
3648,Blitz Pickup 1648,4,8,2,4
3649,Goal Line 1649,4,15,8,1
3650,DB Footwork 1650,4,15,6,2
3651,Special Teams Lane 1651,4,18,2,1
3652,OL Zone Steps 1652,1,18,7,5
3653,OL Zone Steps 1653,4,20,8,4
3654,Coverage Shells 1654,2,12,2,3
3655,DB Footwork 1655,2,10,8,6
3656,Coverage Shells 1656,5,18,5,1
3657,Special Teams Lane 1657,4,12,1,7
3658,RPO Reads 1658,1,12,2,2
3659,Red Zone Passing 1659,5,18,1,5
3660,Ball Security 1660,5,18,3,2
3661,Ball Security 1661,5,12,1,6
3662,Special Teams Lane 1662,3,8,2,5
3663,RPO Reads 1663,3,18,10,2
3664,Screen Defense 1664,5,18,8,3
3665,Two-Minute Drill 1665,1,15,3,1
3666,OL Zone Steps 1666,5,10,5,5
3667,OL Zone Steps 1667,5,15,5,6
3668,OL Zone Steps 1668,1,12,3,3
3669,Coverage Shells 1669,1,8,5,3
3670,Run Fits 1670,5,10,6,4
3671,Red Zone Passing 1671,4,20,5,5
3672,Goal Line 1672,2,18,7,2
3673,Screen Defense 1673,1,8,8,3
3674,RPO Reads 1674,2,10,9,2
3675,Screen Defense 1675,2,15,4,3
3676,OL Zone Steps 1676,3,18,3,1
3677,Two-Minute Drill 1677,3,15,9,6
3678,OL Zone Steps 1678,3,20,7,4
3679,Two-Minute Drill 1679,2,20,4,5
3680,Tackling Form 1680,1,18,4,4
3681,Coverage Shells 1681,1,8,1,4
3682,RPO Reads 1682,3,18,1,4
3683,Screen Defense 1683,5,10,10,6
3684,Ball Security 1684,2,15,3,2
3685,Two-Minute Drill 1685,3,15,1,1
3686,Goal Line 1686,2,10,9,3
3687,DB Footwork 1687,3,20,4,1
3688,Two-Minute Drill 1688,4,15,4,5
3689,Coverage Shells 1689,1,15,7,5
3690,Tackling Form 1690,4,15,9,6
3691,Red Zone Passing 1691,4,8,2,7
3692,Goal Line 1692,1,8,3,2
3693,Blitz Pickup 1693,1,20,10,3
3694,RPO Reads 1694,3,8,7,7
3695,Coverage Shells 1695,4,10,1,1
3696,Pass Rush Moves 1696,3,8,5,5
3697,OL Zone Steps 1697,1,12,6,6
3698,Run Fits 1698,2,8,9,5
3699,Red Zone Passing 1699,5,8,10,7
3700,Coverage Shells 1700,4,10,10,4
3701,Run Fits 1701,3,20,7,6
3702,Run Fits 1702,2,20,7,4
3703,Two-Minute Drill 1703,5,20,7,1
3704,Screen Defense 1704,3,12,7,3
3705,Screen Defense 1705,4,18,4,7
3706,Run Fits 1706,3,10,6,5
3707,RPO Reads 1707,5,10,7,7
3708,Blitz Pickup 1708,4,15,8,2
3709,Coverage Shells 1709,1,20,5,1
3710,RPO Reads 1710,1,18,1,2
3711,Blitz Pickup 1711,3,18,10,2
3712,Blitz Pickup 1712,1,10,10,3
3713,Screen Defense 1713,1,10,3,7
3714,Blitz Pickup 1714,1,15,5,1
3715,Run Fits 1715,5,8,9,2
3716,Two-Minute Drill 1716,5,15,1,6
3717,Special Teams Lane 1717,4,20,9,1
3718,Goal Line 1718,5,8,4,5
3719,Special Teams Lane 1719,2,20,3,7
3720,Coverage Shells 1720,2,18,5,5
3721,OL Zone Steps 1721,1,20,4,1
3722,Run Fits 1722,3,15,1,2
3723,Two-Minute Drill 1723,2,15,3,1
3724,Pass Rush Moves 1724,4,20,8,4
3725,RPO Reads 1725,3,20,7,1
3726,Run Fits 1726,5,15,10,3
3727,Ball Security 1727,5,20,5,2
3728,Pass Rush Moves 1728,5,20,2,2
3729,Screen Defense 1729,1,10,4,7
3730,Blitz Pickup 1730,1,15,1,1
3731,Red Zone Passing 1731,2,20,7,4
3732,Screen Defense 1732,4,8,8,1
3733,Coverage Shells 1733,5,18,1,7
3734,Red Zone Passing 1734,1,20,7,6
3735,DB Footwork 1735,1,18,5,6
3736,Goal Line 1736,4,10,9,4
3737,Ball Security 1737,2,15,10,6
3738,Red Zone Passing 1738,5,12,6,4
3739,Run Fits 1739,4,12,2,1
3740,Goal Line 1740,2,10,4,5
3741,Tackling Form 1741,1,20,10,3
3742,Two-Minute Drill 1742,2,12,10,4
3743,DB Footwork 1743,4,10,2,1
3744,Tackling Form 1744,1,10,8,3
3745,Red Zone Passing 1745,5,8,2,6
3746,RPO Reads 1746,3,8,10,7
3747,Tackling Form 1747,4,10,9,2
3748,Screen Defense 1748,3,18,3,7
3749,RPO Reads 1749,1,15,6,1
3750,Screen Defense 1750,5,15,1,4
3751,Screen Defense 1751,4,12,10,2
3752,Red Zone Passing 1752,2,10,1,4
3753,Blitz Pickup 1753,2,12,1,3
3754,Tackling Form 1754,5,15,8,3
3755,Tackling Form 1755,4,20,5,5
3756,Pass Rush Moves 1756,1,20,3,7
3757,Goal Line 1757,4,18,2,3
3758,Two-Minute Drill 1758,3,18,10,3
3759,Pass Rush Moves 1759,1,8,6,5
3760,Ball Security 1760,5,20,5,3
3761,Goal Line 1761,2,20,10,5
3762,Tackling Form 1762,2,12,1,2
3763,Screen Defense 1763,2,12,7,4
3764,Two-Minute Drill 1764,2,10,4,7
3765,Pass Rush Moves 1765,1,15,3,4
3766,Goal Line 1766,2,15,7,1
3767,Ball Security 1767,3,18,1,6
3768,Pass Rush Moves 1768,1,20,4,2
3769,OL Zone Steps 1769,2,10,7,5
3770,Special Teams Lane 1770,3,8,6,5
3771,Goal Line 1771,1,18,10,5
3772,Pass Rush Moves 1772,3,10,4,2
3773,Red Zone Passing 1773,1,15,3,1
3774,Coverage Shells 1774,3,12,1,1
3775,Run Fits 1775,3,10,4,4
3776,Run Fits 1776,2,8,5,7
3777,Two-Minute Drill 1777,5,15,2,7
3778,Screen Defense 1778,4,18,1,1
3779,OL Zone Steps 1779,1,8,2,1
3780,OL Zone Steps 1780,1,8,4,1
3781,Ball Security 1781,5,18,10,1
3782,OL Zone Steps 1782,1,12,2,4
3783,Ball Security 1783,2,8,2,2
3784,DB Footwork 1784,2,18,1,3
3785,Coverage Shells 1785,3,10,7,5
3786,Screen Defense 1786,4,10,1,3
3787,RPO Reads 1787,1,18,7,3
3788,Pass Rush Moves 1788,5,20,6,3
3789,Run Fits 1789,4,18,1,6
3790,Coverage Shells 1790,5,12,9,5
3791,Pass Rush Moves 1791,2,20,6,3
3792,Run Fits 1792,2,8,3,3
3793,Screen Defense 1793,4,18,1,6
3794,OL Zone Steps 1794,2,18,9,6
3795,OL Zone Steps 1795,5,10,7,5
3796,Pass Rush Moves 1796,5,8,9,1
3797,Blitz Pickup 1797,4,15,3,3
3798,Goal Line 1798,2,12,3,5
3799,Pass Rush Moves 1799,1,18,1,1
3800,Two-Minute Drill 1800,1,8,4,3
3801,Goal Line 1801,4,20,2,6
3802,Special Teams Lane 1802,5,18,4,2
3803,Ball Security 1803,4,18,7,4
3804,Two-Minute Drill 1804,4,18,9,5
3805,Coverage Shells 1805,4,20,5,4
3806,Red Zone Passing 1806,2,10,5,1
3807,DB Footwork 1807,1,12,3,3
3808,OL Zone Steps 1808,1,20,1,1
3809,Ball Security 1809,1,15,3,5
3810,Tackling Form 1810,4,15,3,2
3811,RPO Reads 1811,1,8,10,6
3812,Blitz Pickup 1812,3,15,7,7
3813,Screen Defense 1813,5,12,6,7
3814,Ball Security 1814,2,18,6,3
3815,Ball Security 1815,2,18,9,6
3816,Goal Line 1816,2,8,3,1
3817,OL Zone Steps 1817,5,10,3,5
3818,OL Zone Steps 1818,1,12,6,2
3819,Goal Line 1819,2,10,7,5
3820,Ball Security 1820,5,18,5,6
3821,Red Zone Passing 1821,3,18,1,5
3822,Run Fits 1822,3,10,2,5
3823,Goal Line 1823,1,18,2,5
3824,DB Footwork 1824,3,20,9,1
3825,OL Zone Steps 1825,4,20,2,1
3826,Coverage Shells 1826,1,18,6,7
3827,Run Fits 1827,4,20,8,7
3828,Screen Defense 1828,3,10,9,4
3829,Run Fits 1829,2,15,7,5
3830,Coverage Shells 1830,5,12,2,2
3831,Two-Minute Drill 1831,3,15,10,7
3832,Red Zone Passing 1832,5,8,8,5
3833,Coverage Shells 1833,2,20,7,2
3834,Run Fits 1834,4,10,5,5
3835,RPO Reads 1835,4,18,7,7
3836,Tackling Form 1836,5,20,3,4
3837,Blitz Pickup 1837,3,8,1,3
3838,Tackling Form 1838,1,10,7,6
3839,Tackling Form 1839,4,10,10,7
3840,Coverage Shells 1840,5,10,7,1
3841,Red Zone Passing 1841,3,18,5,5
3842,Screen Defense 1842,5,20,1,2
3843,Tackling Form 1843,3,10,10,3
3844,Blitz Pickup 1844,4,10,5,3
3845,Blitz Pickup 1845,5,20,10,1
3846,Goal Line 1846,3,18,6,5
3847,Screen Defense 1847,3,20,5,3
3848,Tackling Form 1848,4,8,2,5
3849,Goal Line 1849,4,12,9,6
3850,Screen Defense 1850,4,10,5,3
3851,DB Footwork 1851,5,10,4,5
3852,Red Zone Passing 1852,2,12,8,1
3853,Coverage Shells 1853,4,15,3,6
3854,Screen Defense 1854,2,20,9,7
3855,Red Zone Passing 1855,4,10,9,2
3856,Goal Line 1856,2,15,4,4
3857,Blitz Pickup 1857,3,20,9,4
3858,Coverage Shells 1858,1,12,6,2
3859,DB Footwork 1859,1,12,4,2
3860,Goal Line 1860,5,10,2,3
3861,DB Footwork 1861,1,8,5,6
3862,Red Zone Passing 1862,3,12,1,7
3863,Ball Security 1863,3,10,10,3
3864,DB Footwork 1864,5,8,1,4
3865,Pass Rush Moves 1865,3,18,9,7
3866,Red Zone Passing 1866,3,15,9,4
3867,Ball Security 1867,2,8,1,6
3868,DB Footwork 1868,2,10,9,1
3869,RPO Reads 1869,3,10,4,7
3870,Special Teams Lane 1870,5,18,5,4
3871,DB Footwork 1871,5,10,5,6
3872,Screen Defense 1872,3,12,3,3
3873,Goal Line 1873,5,15,5,2
3874,Blitz Pickup 1874,2,8,3,7
3875,RPO Reads 1875,3,20,3,4
3876,Blitz Pickup 1876,2,12,8,1
3877,Special Teams Lane 1877,5,8,2,5
3878,Goal Line 1878,2,15,10,1
3879,Run Fits 1879,5,8,6,1
3880,RPO Reads 1880,3,18,4,6
3881,Pass Rush Moves 1881,4,18,10,3
3882,Screen Defense 1882,3,8,4,2
3883,Blitz Pickup 1883,2,8,9,5
3884,Goal Line 1884,2,20,5,2
3885,DB Footwork 1885,5,8,3,7
3886,Pass Rush Moves 1886,5,15,8,1
3887,Special Teams Lane 1887,4,12,6,7
3888,Two-Minute Drill 1888,2,8,5,4
3889,RPO Reads 1889,5,20,5,6
3890,Special Teams Lane 1890,1,20,4,7
3891,Special Teams Lane 1891,3,20,1,7
3892,Special Teams Lane 1892,5,18,1,1
3893,Special Teams Lane 1893,2,20,3,1
3894,Tackling Form 1894,2,18,4,6
3895,Special Teams Lane 1895,3,18,1,5
3896,Goal Line 1896,1,15,8,2
3897,Pass Rush Moves 1897,2,18,3,3
3898,Run Fits 1898,3,10,2,7
3899,RPO Reads 1899,4,20,4,2
3900,Run Fits 1900,5,12,2,3
3901,Blitz Pickup 1901,4,18,10,7
3902,DB Footwork 1902,1,10,7,2
3903,Goal Line 1903,5,20,5,6
3904,Blitz Pickup 1904,2,15,9,4
3905,Special Teams Lane 1905,2,15,3,4
3906,Tackling Form 1906,4,20,6,6
3907,OL Zone Steps 1907,5,10,5,5
3908,Special Teams Lane 1908,5,15,4,7
3909,OL Zone Steps 1909,5,18,8,4
3910,Two-Minute Drill 1910,4,8,7,2
3911,DB Footwork 1911,5,12,2,4
3912,RPO Reads 1912,2,10,5,3
3913,Run Fits 1913,2,20,3,2
3914,OL Zone Steps 1914,1,12,2,2
3915,Ball Security 1915,4,20,5,5
3916,Goal Line 1916,3,15,1,7
3917,Tackling Form 1917,3,18,2,2
3918,RPO Reads 1918,3,15,8,6
3919,RPO Reads 1919,3,12,7,1
3920,DB Footwork 1920,4,18,1,5
3921,Ball Security 1921,4,18,5,7
3922,Screen Defense 1922,3,8,3,4
3923,DB Footwork 1923,3,18,5,5
3924,Blitz Pickup 1924,1,12,6,4
3925,Blitz Pickup 1925,4,8,2,7
3926,Red Zone Passing 1926,5,12,9,3
3927,RPO Reads 1927,1,15,4,2
3928,Tackling Form 1928,5,20,10,7
3929,Red Zone Passing 1929,1,15,2,7
3930,Tackling Form 1930,3,18,8,5
3931,Red Zone Passing 1931,4,20,10,3
3932,Run Fits 1932,1,10,4,7
3933,RPO Reads 1933,4,10,1,6
3934,OL Zone Steps 1934,4,10,6,5
3935,Coverage Shells 1935,4,8,2,6
3936,Ball Security 1936,5,15,4,6
3937,Special Teams Lane 1937,5,15,9,4
3938,Pass Rush Moves 1938,5,8,9,5
3939,Ball Security 1939,5,8,9,3
3940,Run Fits 1940,4,10,10,3
3941,Ball Security 1941,1,20,9,4
3942,Pass Rush Moves 1942,2,20,8,1
3943,Blitz Pickup 1943,2,18,1,4
3944,Run Fits 1944,3,12,4,1
3945,Screen Defense 1945,5,8,9,2
3946,Two-Minute Drill 1946,2,8,2,7
3947,Goal Line 1947,1,8,2,2
3948,DB Footwork 1948,1,15,9,4
3949,Blitz Pickup 1949,5,8,10,4
3950,Red Zone Passing 1950,3,12,4,6
3951,Red Zone Passing 1951,3,10,8,7
3952,Coverage Shells 1952,5,10,7,5
3953,Screen Defense 1953,4,15,10,5
3954,Coverage Shells 1954,3,20,1,3
3955,Special Teams Lane 1955,1,15,9,2
3956,RPO Reads 1956,3,12,5,5
3957,Coverage Shells 1957,2,8,6,3
3958,Tackling Form 1958,1,15,6,7
3959,Special Teams Lane 1959,5,18,5,6
